_id,type,date,duration,status,transcription_user,transcription_started_on,transcription_ended_on,translation_user,translation_started_on,translation_ended_on,translation_review_user,translation_review_started_on,translation_review_ended_on
5feb40da638e744fa4ca2b69,spanish,1607599905,304.22,translation_review,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b11,spanish,1607599907,297.93,translation_review,thinley,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b12,spanish,1607599908,303.59,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b13,spanish,1607599910,292.6,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b14,spanish,1607599911,302.07,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b15,spanish,1607599912,301.9,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b16,spanish,1607599914,297.03,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b17,spanish,1607599915,299.58,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b18,spanish,1607599917,303.79,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b19,spanish,1607599918,296.81,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b1a,spanish,1607599920,301.55,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b1b,spanish,1607599921,282.17,translation_review,thinley,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2b1c,spanish,1607599922,292.4,translation_review,AchutRaj,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2aca,spanish,1607599924,307.73,translation_review,sudesh,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2acb,spanish,1607599926,294.5,translation_review,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2acc,spanish,1607599927,303.85,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2acd,spanish,1607599929,302.37,translation_review,sudesh,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ace,spanish,1607599930,289.66,completed,thinley,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12,eric,1.61E+12,1.61E+12
5feb40da638e744fa4ca2acf,spanish,1607599931,300.95,translation_review,thinley,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
5feb40da638e744fa4ca2ad0,spanish,1607599932,299.09,translation_review,AchutRaj,1.61E+12,1.61E+12,mireia,1.61E+12,1.61E+12,,,
